127.0.0.1 - - [26/Dec/2019:13:58:28 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:31 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:31 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/css/base.css?v=developer-local-version HTTP/1.1" 200 6272
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/css/member.css?v=developer-local-version HTTP/1.1" 200 10250
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 200 17696
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/css/mypage.css?v=developer-local-version HTTP/1.1" 200 29231
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/css/common.css?v=developer-local-version HTTP/1.1" 200 145421
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/swiper.min.js HTTP/1.1" 200 120407
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/jquery.ui.touch-punch.min.js HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/jsrender-0.9.90.js HTTP/1.1" 200 85724
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/jquery-ui-1.12.1.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/common.js?v=developer-local-version HTTP/1.1" 200 76156
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/iscroll.js HTTP/1.1" 200 55099
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/commonFunction.js?v=developer-local-version HTTP/1.1" 200 10075
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/sns.js?v=developer-local-version HTTP/1.1" 200 8769
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/min/imagesloaded.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/moment.js?v=developer-local-version HTTP/1.1" 200 151324
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /main/mall/view HTTP/1.1" 200 103935
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /static/js/swiper.min.js.map HTTP/1.1" 404 4505
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:33 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/sns_facebook.png HTTP/1.1" 200 2008
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/footer_sns_01.png HTTP/1.1" 200 1511
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/footer_sns_02.png HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/sns_kakao.png HTTP/1.1" 200 7815
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/sns_url.png HTTP/1.1" 200 2926
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/footer_sns_03.png HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_cart.png HTTP/1.1" 200 414
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_prev_page.png HTTP/1.1" 200 421
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/footer_sns_04.png HTTP/1.1" 200 1760
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/logo.png HTTP/1.1" 200 5327
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_all_menu.png HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_search.png HTTP/1.1" 200 819
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/font/Roboto-BlackItalic.woff HTTP/1.1" 200 101924
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_dw_app.png HTTP/1.1" 200 276
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/bg_select_01.png HTTP/1.1" 200 1288
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/ico_delivery.png HTTP/1.1" 200 1804
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /static/images/common/btn_top.png HTTP/1.1" 200 4754
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 4209
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:34 +0900] "GET /helpdesk/notice/popupList.ajax?searchExpsrScrinSectCd=MAIN HTTP/1.1" 200 857
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:35 +0900] "POST /main/mall/conttAppend HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [26/Dec/2019:13:58:35 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=THMA01A03&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 103665
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/base.css?v=developer-local-version HTTP/1.1" 200 6272
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/member.css?v=developer-local-version HTTP/1.1" 200 10250
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/common.css?v=developer-local-version HTTP/1.1" 200 145421
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/mypage.css?v=developer-local-version HTTP/1.1" 200 29231
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 200 17696
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/jquery-ui-1.12.1.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/jsrender-0.9.90.js HTTP/1.1" 200 85724
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/jquery.ui.touch-punch.min.js HTTP/1.1" 200 1291
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/swiper.min.js HTTP/1.1" 200 120407
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/iscroll.js HTTP/1.1" 200 55099
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/commonFunction.js?v=developer-local-version HTTP/1.1" 200 10075
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/common.js?v=developer-local-version HTTP/1.1" 200 76156
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/sns.js?v=developer-local-version HTTP/1.1" 200 8769
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 1058
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/moment.js?v=developer-local-version HTTP/1.1" 200 151324
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/min/imagesloaded.pkgd.min.js?v=developer-local-version HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /cart/goods/list HTTP/1.1" 200 93744
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/order/order.util.js?v=developer-local-version HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /javascript/message/cart_ko.js?v=developer-local-version HTTP/1.1" 200 10111
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/css/order.css?v=developer-local-version HTTP/1.1" 200 9817
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/order/cart.js?v=developer-local-version HTTP/1.1" 200 31383
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/js/swiper.min.js.map HTTP/1.1" 404 4505
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/images/common/logo.png HTTP/1.1" 200 5327
0:0:0:0:0:0:0:1 - - [26/Dec/2019:14:01:11 +0900] "GET /static/images/common/btn_prev_page.png HTTP/1.1" 200 421
