127.0.0.1 - - [12/Apr/2019:16:43:15 +0900] "GET / HTTP/1.1" 302 -
127.0.0.1 - - [12/Apr/2019:16:43:17 +0900] "GET /member/login/view HTTP/1.1" 302 -
127.0.0.1 - - [12/Apr/2019:16:43:17 +0900] "GET /member/login/view HTTP/1.1" 302 -
127.0.0.1 - - [12/Apr/2019:16:43:17 +0900] "GET /?titleSetKey=member.title.login HTTP/1.1" 302 -
127.0.0.1 - - [12/Apr/2019:16:43:22 +0900] "GET /static/css/showing.css?v=developer-local-version HTTP/1.1" 304 -
127.0.0.1 - - [12/Apr/2019:16:43:22 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 911
127.0.0.1 - - [12/Apr/2019:16:43:23 +0900] "GET /main/mall/view?titleSetKey=member.title.login HTTP/1.1" 200 163136
127.0.0.1 - - [12/Apr/2019:16:43:23 +0900] "GET /static/js/swiper.min.js.map HTTP/1.1" 404 4505
127.0.0.1 - - [12/Apr/2019:16:43:24 +0900] "GET /static/images/common/btn_play.png HTTP/1.1" 200 2606
127.0.0.1 - - [12/Apr/2019:16:43:25 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 2002
127.0.0.1 - - [12/Apr/2019:16:43:25 +0900] "POST /main/mall/conttAppend HTTP/1.1" 200 66559
127.0.0.1 - - [12/Apr/2019:16:43:32 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=THMA01A03&currentCtgryDpthCd=&ctgrySectCd=&ctgryNoDpth1=&ctgryNoDpth2=&ctgryNoDpth3= HTTP/1.1" 200 56811
127.0.0.1 - - [12/Apr/2019:16:43:32 +0900] "GET /static/images/common/bg_like_off.png HTTP/1.1" 200 1024
127.0.0.1 - - [12/Apr/2019:16:43:32 +0900] "GET /static/font/Roboto-BlackItalic.woff HTTP/1.1" 200 101924
127.0.0.1 - - [12/Apr/2019:16:43:33 +0900] "GET /static/images/common/bg_plus01.png HTTP/1.1" 200 119
127.0.0.1 - - [12/Apr/2019:16:43:33 +0900] "GET /static/images/common/icon_user_pic.png HTTP/1.1" 200 786
127.0.0.1 - - [12/Apr/2019:16:43:33 +0900] "GET /static/images/common/btn_all_menu_close.png HTTP/1.1" 200 770
127.0.0.1 - - [12/Apr/2019:16:43:55 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 911
127.0.0.1 - - [12/Apr/2019:16:43:55 +0900] "GET /static/js/swiper.min.js.map HTTP/1.1" 404 4505
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /javascript/message/goods_ko.js?v=developer-local-version HTTP/1.1" 200 1646
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /static/css/product_detail.css?v=developer-local-version HTTP/1.1" 200 14729
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /static/js/goods.js?v=developer-local-version HTTP/1.1" 200 22001
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /goods/%EA%B3%B5%EC%9A%A9/%EC%96%91%EB%A7%90/DXSO75831-WH HTTP/1.1" 200 86781
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /static/images/common/bg_share_00.png HTTP/1.1" 200 808
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /static/images/common/btn_npay_01.png HTTP/1.1" 200 3647
127.0.0.1 - - [12/Apr/2019:16:43:59 +0900] "GET /static/images/common/bg_like_off_02.png HTTP/1.1" 200 923
127.0.0.1 - - [12/Apr/2019:16:44:00 +0900] "POST /cart/goods/gnblist.json HTTP/1.1" 200 2002
127.0.0.1 - - [12/Apr/2019:16:44:00 +0900] "GET /display/lnbCtgryList.json?dspCtgryNo=DXMA01A01A03&currentCtgryDpthCd=3&ctgrySectCd=&ctgryNoDpth1=DXMA01&ctgryNoDpth2=DXMA01A01&ctgryNoDpth3=DXMA01A01A03 HTTP/1.1" 200 56838
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "POST /display/recoPick.json HTTP/1.1" 200 6996
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /goods/images/product_detail/@img_sizeguide.png HTTP/1.1" 500 24606
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /goods/content/listReview?pageNo=1&photoReviewYn=&godNo=GM0018073100616 HTTP/1.1" 200 4455
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/img_photo_review.png HTTP/1.1" 200 391
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/bg_star_05.png HTTP/1.1" 200 571
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/bg_star01_05.png HTTP/1.1" 200 2012
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/bg_arrow_down02.png HTTP/1.1" 200 366
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/bg_minus01.png HTTP/1.1" 200 79
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/btn_product_more.png HTTP/1.1" 200 1202
127.0.0.1 - - [12/Apr/2019:16:44:01 +0900] "GET /static/images/common/radio.png HTTP/1.1" 200 2494
127.0.0.1 - - [12/Apr/2019:16:44:10 +0900] "GET /javascript/message/common_ko.js?v=developer-local-version HTTP/1.1" 200 911
127.0.0.1 - - [12/Apr/2019:16:44:10 +0900] "GET /goods/content/listGoodsShop?_csrf=ab67d144-d10f-4eef-8cac-c14e09984199&lastSalePrc=8000&godTpCd=GNRL_GOD&totalPrice=&god.godNo=GM0018073100616&god.itmNo=IT201807310031196&god.itmQty=1&god.cpstCnt=0&god.dlvSectCd=PKUP_DLV&god.pckageGodYn=N&god.pkupShopSn=&god.brndId=X&callBakcUrl=http%3A%2F%2Fprj.pec.com%3A8022%2Fgoods%2F%25EA%25B3%25B5%25EC%259A%25A9%2F%25EC%2596%2591%25EB%25A7%2590%2FDXSO75831-WH&popUpType=02&naverPayYn=N&loginYn=Y HTTP/1.1" 200 42463
127.0.0.1 - - [12/Apr/2019:16:44:10 +0900] "GET /javascript/message/goods_ko.js?v=developer-local-version HTTP/1.1" 200 1646
